Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type
CHEMBL4226543,COc1ncc(-c2cc3c(C)nc(NC(=O)C4CC4)nc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,2.3,nM,=,0.0023,PASS,ChEMBL,IC50
CHEMBL4225722,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)sc2n1,1.6,nM,=,0.0016,PASS,ChEMBL,IC50
CHEMBL4225483,COc1ncc(-c2cc3c(C)nc(NC(C)=O)nc3s2)cc1NS(=O)(=O)c1ccc(Cl)s1,1.0,nM,=,0.001,PASS,ChEMBL,IC50
CHEMBL4226683,COc1ncc(-c2cc3c(C)nc(NC(C)=O)nc3s2)cc1NS(C)(=O)=O,4.5,nM,=,0.0045,PASS,ChEMBL,IC50
CHEMBL4228571,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1[N+](=O)[O-],26.7,nM,=,0.026699999999999998,PASS,ChEMBL,IC50
CHEMBL4227381,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1C#N,25.6,nM,=,0.0256,PASS,ChEMBL,IC50
CHEMBL4228563,COc1ccc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CC5)C4)c3c2)cn1,25.4,nM,=,0.0254,PASS,ChEMBL,IC50
CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,306.4,nM,=,0.30639999999999995,PASS,ChEMBL,IC50
CHEMBL4228654,CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,10.0,nM,=,0.01,PASS,ChEMBL,IC50
CHEMBL3643349,COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)c3C2)cc1C,2038.0,nM,=,2.038,PASS,ChEMBL,IC50
CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,737.0,nM,=,0.737,PASS,ChEMBL,IC50
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,16.4,nM,=,0.016399999999999998,PASS,ChEMBL,IC50
CHEMBL4251210,COc1ncc(-c2ccc3c(c2)N(CCCN2CCOCC2)C(=O)CO3)cc1NS(=O)(=O)c1ccc(F)cc1F,26.7,nM,=,0.026699999999999998,PASS,ChEMBL,IC50
CHEMBL4239569,COc1ccc(-c2ccc3c(N4CCOCC4)nc(C#N)nc3n2)cc1CO,2600.0,nM,=,2.6,PASS,ChEMBL,IC50
CHEMBL4239931,COc1ccc(-c2ccc3c(N4CCOCC4)nc(C(N)=O)nc3n2)cc1CO,3200.0,nM,=,3.2,PASS,ChEMBL,IC50
CHEMBL4244147,COc1ccc(-c2ccc3c(N4CCOCC4)nc(CN)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4246923,COc1ccc(-c2ccc3c(N4CCOCC4)nc(C(CO)CO)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4242668,COc1ccc(-c2ccc3c(N4CCOCC4)nc(CS(C)(=O)=O)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4248529,COc1ccc(-c2ccc3c(N4CCOCC4)nc(CC#N)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4246481,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(CC(OC)OC)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4240170,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4250280,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)C)nc3n2)cc1CO,3000.0,nM,=,3.0,PASS,ChEMBL,IC50
CHEMBL4238656,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)(C)C)nc3n2)cc1CO,400.0,nM,=,0.4,PASS,ChEMBL,IC50
CHEMBL4239712,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)(C)C)nc3n2)c1,1300.0,nM,=,1.3,PASS,ChEMBL,IC50
CHEMBL4246121,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C4=CCOCC4)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4251185,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C4CCOCC4)nc3n2)cc1CO,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL1801204,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,3600.0,nM,=,3.6,PASS,ChEMBL,IC50
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,30.0,nM,=,0.03,PASS,ChEMBL,IC50
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,4.0,nM,=,0.004,PASS,ChEMBL,IC50
CHEMBL3218578,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,4.0,nM,=,0.004,PASS,ChEMBL,IC50
CHEMBL1236962,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.55,nM,=,0.00055,PASS,ChEMBL,IC50
CHEMBL4288258,COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3.4,nM,=,0.0034,PASS,ChEMBL,IC50
CHEMBL4284400,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3.1,nM,=,0.0031,PASS,ChEMBL,IC50
CHEMBL4281223,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccccc1,98.8,nM,=,0.0988,PASS,ChEMBL,IC50
CHEMBL4288517,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1,80.7,nM,=,0.08070000000000001,PASS,ChEMBL,IC50
CHEMBL4280614,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(Cl)cc1,48.8,nM,=,0.048799999999999996,PASS,ChEMBL,IC50
CHEMBL4280989,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(C#N)cc1,57.4,nM,=,0.0574,PASS,ChEMBL,IC50
CHEMBL4291635,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,48.7,nM,=,0.0487,PASS,ChEMBL,IC50
CHEMBL4277571,COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nccc(=O)n4c3)cnc2OC)cc1,54.1,nM,=,0.0541,PASS,ChEMBL,IC50
CHEMBL4288222,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1cccc(F)c1,67.0,nM,=,0.067,PASS,ChEMBL,IC50
CHEMBL4287809,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccccc1F,141.0,nM,=,0.141,PASS,ChEMBL,IC50
CHEMBL4279898,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccccc1C,23.9,nM,=,0.023899999999999998,PASS,ChEMBL,IC50
CHEMBL4284400,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL4295052,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1cc(F)cc(F)c1,78.2,nM,=,0.0782,PASS,ChEMBL,IC50
CHEMBL4294612,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1cc(F)ccc1F,45.0,nM,=,0.045,PASS,ChEMBL,IC50
CHEMBL4280265,O=c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cn12,32.8,nM,=,0.032799999999999996,PASS,ChEMBL,IC50
CHEMBL4294409,O=c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4F)c3)cn12,34.4,nM,=,0.0344,PASS,ChEMBL,IC50
CHEMBL4276933,COc1ncc(-c2ccc3ncc(C)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,27.9,nM,=,0.027899999999999998,PASS,ChEMBL,IC50
CHEMBL4288258,COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,11.6,nM,=,0.0116,PASS,ChEMBL,IC50
CHEMBL4291783,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-n3c(N)nc4ccccc43)n2)CC1,240.0,nM,=,0.24,PASS,ChEMBL,IC50
CHEMBL4288033,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-n2c(N)nc3ccccc32)n1,9000.0,nM,=,9.0,PASS,ChEMBL,IC50
CHEMBL4291436,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,300.0,nM,=,0.3,PASS,ChEMBL,IC50
CHEMBL4439145,COc1ncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1NS(C)(=O)=O,4.5,nM,=,0.0045,PASS,ChEMBL,IC50
CHEMBL4460217,COc1ncc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cc1NS(C)(=O)=O,12.0,nM,=,0.012,PASS,ChEMBL,IC50
CHEMBL4227195,COc1ncc(-c2ccc3ncnc(NCCN(C)C)c3c2)cc1NS(C)(=O)=O,7.0,nM,=,0.007,PASS,ChEMBL,IC50
CHEMBL4456355,COc1ncc(-c2ccc3ncnc(N(C)CCN(C)C)c3c2)cc1NS(C)(=O)=O,7.7,nM,=,0.0077,PASS,ChEMBL,IC50
CHEMBL4441829,COc1ncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1NS(=O)(=O)C1CC1,7.1,nM,=,0.0070999999999999995,PASS,ChEMBL,IC50
CHEMBL4526257,COc1ncc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cc1NS(=O)(=O)C1CC1,34.0,nM,=,0.034,PASS,ChEMBL,IC50
CHEMBL4460866,COc1ncc(-c2ccc3nccc(NCCN4CCOCC4)c3c2)cc1NS(C)(=O)=O,106.0,nM,=,0.106,PASS,ChEMBL,IC50
CHEMBL4554487,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)OC(C)(C)C)C4)c3c2)cc1NS(C)(=O)=O,5.3,nM,=,0.0053,PASS,ChEMBL,IC50
CHEMBL4449091,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(C)=O)C4)c3c2)cc1NS(C)(=O)=O,0.5,nM,=,0.0005,PASS,ChEMBL,IC50
CHEMBL4513335,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C(C)(C)C)C4)c3c2)cc1NS(C)(=O)=O,2.6,nM,=,0.0026,PASS,ChEMBL,IC50
CHEMBL4471468,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CC5)C4)c3c2)cc1NS(C)(=O)=O,1.0,nM,=,0.001,PASS,ChEMBL,IC50
CHEMBL4436369,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCCC5)C4)c3c2)cc1NS(C)(=O)=O,2.3,nM,=,0.0023,PASS,ChEMBL,IC50
CHEMBL4542688,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1NS(C)(=O)=O,0.7,nM,=,0.0007,PASS,ChEMBL,IC50
CHEMBL4470588,COc1ncc(-c2ccc3ncnc(NC4CCN(C(=O)OC(C)(C)C)CC4)c3c2)cc1NS(C)(=O)=O,7.0,nM,=,0.007,PASS,ChEMBL,IC50
CHEMBL4461362,COc1ncc(-c2ccc3ncnc(NC4CCNCC4)c3c2)cc1NS(C)(=O)=O,0.9,nM,=,0.0009,PASS,ChEMBL,IC50
CHEMBL4515169,COc1ncc(-c2ccc3ncnc(NC4CCN(C(C)=O)CC4)c3c2)cc1NS(C)(=O)=O,0.4,nM,=,0.0004,PASS,ChEMBL,IC50
CHEMBL4463308,COc1ncc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCCC5)CC4)c3c2)cc1NS(C)(=O)=O,2.8,nM,=,0.0028,PASS,ChEMBL,IC50
CHEMBL4552869,COc1ncc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCOCC5)CC4)c3c2)cc1NS(C)(=O)=O,2.1,nM,=,0.0021000000000000003,PASS,ChEMBL,IC50
CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,583.0,nM,=,0.583,PASS,ChEMBL,IC50
CHEMBL3622372,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4586628,CC(C)C(=O)CN1c2nc(N3CCOC[C@H]3C)cc(=O)n2CC[C@H]1C(F)(F)F,2700.0,nM,=,2.7,PASS,ChEMBL,IC50
CHEMBL4536755,O=c1cc(N2CCOCC2)nc2n1CC[C@@H](C(F)(F)F)N2C[C@H](O)c1ccccc1,1044.0,nM,=,1.044,PASS,ChEMBL,IC50
CHEMBL4470174,CC(C)OCCN1c2nc(N3CCOCC3)cc(=O)n2CC[C@H]1C(F)(F)F,567.0,nM,=,0.567,PASS,ChEMBL,IC50
CHEMBL4536855,O=c1cc(N2CCOCC2)nc2n1CC[C@@H](C(F)(F)F)N2c1cc(F)cc(F)c1,743.0,nM,=,0.743,PASS,ChEMBL,IC50
CHEMBL4517404,O=c1cc(N2CCOCC2)nc2n1CC[C@@H](C(F)(F)F)N2C[C@@H](O)c1ccccc1,6.0,nM,=,0.006,PASS,ChEMBL,IC50
CHEMBL4545915,CS(=O)(=O)O.CS(=O)(=O)O.O.O.c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1,766.6,nM,=,0.7666000000000001,PASS,ChEMBL,IC50
CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,0.4,nM,=,0.0004,PASS,ChEMBL,IC50
CHEMBL4474627,COc1ncc(-c2cc(OCCCCNc3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,41.0,nM,=,0.041,PASS,ChEMBL,IC50
CHEMBL4452585,COc1ncc(-c2cc(OCCCNc3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,43.0,nM,=,0.043,PASS,ChEMBL,IC50
CHEMBL4459720,COc1ncc(-c2cc(OCCNc3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,43.0,nM,=,0.043,PASS,ChEMBL,IC50
CHEMBL4464542,COc1ncc(-c2cc(OCCN(c3ncc(C(=O)NO)cn3)C(C)C)c3ncnc(C)c3c2)cc1F,43.0,nM,=,0.043,PASS,ChEMBL,IC50
CHEMBL4521497,COc1ccc(-c2cc(OCCN(c3ncc(C(=O)NO)cn3)C(C)C)c3ncnc(C)c3c2)cn1,82.0,nM,=,0.082,PASS,ChEMBL,IC50
CHEMBL4462934,CCN(CCOc1cc(-c2cnc(OC)c(F)c2)cc2c(C)ncnc12)c1ncc(C(=O)NO)cn1,72.0,nM,=,0.072,PASS,ChEMBL,IC50
CHEMBL4588397,CCN(CCOc1cc(-c2ccc(OC)nc2)cc2c(C)ncnc12)c1ncc(C(=O)NO)cn1,195.0,nM,=,0.195,PASS,ChEMBL,IC50
CHEMBL4471718,COc1ncc(-c2cc(OCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.1,nM,=,0.0011,PASS,ChEMBL,IC50
CHEMBL4444204,COc1ncc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.8,nM,=,0.0018,PASS,ChEMBL,IC50
CHEMBL4568675,COc1ncc(-c2cc(OCCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,48.0,nM,=,0.048,PASS,ChEMBL,IC50
CHEMBL4457009,COc1ncc(-c2cc(OCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,94.0,nM,=,0.094,PASS,ChEMBL,IC50
CHEMBL4474676,COc1ncc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cc1F,73.0,nM,=,0.073,PASS,ChEMBL,IC50
CHEMBL4524198,COc1ccc(-c2cc(OCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,213.0,nM,=,0.213,PASS,ChEMBL,IC50
CHEMBL4462577,COc1ccc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,226.0,nM,=,0.226,PASS,ChEMBL,IC50
CHEMBL3622533,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,69.0,nM,=,0.069,PASS,ChEMBL,IC50
CHEMBL2017974,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,20.0,nM,=,0.02,PASS,ChEMBL,IC50
CHEMBL4465475,COc1ncc(-c2cc(OCCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.9,nM,=,0.0009,PASS,ChEMBL,IC50
CHEMBL4581165,COc1ncc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.63,nM,=,0.00063,PASS,ChEMBL,IC50
CHEMBL4435527,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.69,nM,=,0.00069,PASS,ChEMBL,IC50
CHEMBL4527487,COc1ncc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.66,nM,=,0.00066,PASS,ChEMBL,IC50
CHEMBL4445101,COc1ncc(-c2cc(OCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.6,nM,=,0.0006,PASS,ChEMBL,IC50
CHEMBL4588404,COc1ncc(-c2cc(OCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.3,nM,=,0.0013,PASS,ChEMBL,IC50
CHEMBL4458497,COc1ncc(-c2cc(OCCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(C)(=O)=O,4.0,nM,=,0.004,PASS,ChEMBL,IC50
CHEMBL4535819,COc1ncc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(C)(=O)=O,3.9,nM,=,0.0039,PASS,ChEMBL,IC50
CHEMBL4456391,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(C)(=O)=O,2.3,nM,=,0.0023,PASS,ChEMBL,IC50
CHEMBL4434897,COc1ncc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(C)(=O)=O,5.1,nM,=,0.0050999999999999995,PASS,ChEMBL,IC50
CHEMBL4440596,COc1ncc(-c2cc(OCCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,116.0,nM,=,0.116,PASS,ChEMBL,IC50
CHEMBL4437190,COc1ncc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,54.0,nM,=,0.054,PASS,ChEMBL,IC50
CHEMBL4536105,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,42.0,nM,=,0.042,PASS,ChEMBL,IC50
CHEMBL4465851,COc1ncc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,30.0,nM,=,0.03,PASS,ChEMBL,IC50
CHEMBL4448002,COc1ccc(-c2cc(OCCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,162.0,nM,=,0.162,PASS,ChEMBL,IC50
CHEMBL4442688,COc1ccc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,143.0,nM,=,0.143,PASS,ChEMBL,IC50
CHEMBL4561458,COc1ccc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,102.0,nM,=,0.102,PASS,ChEMBL,IC50
CHEMBL4593985,COc1ccc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,58.0,nM,=,0.058,PASS,ChEMBL,IC50
CHEMBL4580600,COc1ccc(-c2cc(OCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,51.0,nM,=,0.051,PASS,ChEMBL,IC50
CHEMBL4580727,COc1ccc(-c2cc(OCCCC(=O)NO)c3ncnc(C)c3c2)cn1,73.0,nM,=,0.073,PASS,ChEMBL,IC50
CHEMBL4470989,COc1ccc(-c2cc(OCC(=O)NO)c3ncnc(C)c3c2)cn1,68.0,nM,=,0.068,PASS,ChEMBL,IC50
CHEMBL4559414,Oc1cccc(-c2nccc(N3CCOCC3)n2)c1,501.19,nM,=,0.50119,PASS,ChEMBL,IC50
CHEMBL4442844,C[C@H]1COCCN1c1ccnc(-c2cccc(O)c2)n1,1584.89,nM,=,1.5848900000000001,PASS,ChEMBL,IC50
CHEMBL4566726,Oc1cccc(-c2nccc(C3=CCOCC3)n2)c1,3162.28,nM,=,3.16228,PASS,ChEMBL,IC50
CHEMBL4553989,Oc1cccc(-c2nccc(C34CCOCC3C4)n2)c1,6309.57,nM,=,6.30957,PASS,ChEMBL,IC50
CHEMBL4569401,Oc1cccc(-c2nccc([C@@]34CCOC[C@@H]3C4)n2)c1,6309.57,nM,=,6.30957,PASS,ChEMBL,IC50
CHEMBL4567602,Oc1cccc(-c2nccc([C@]34CCOC[C@H]3C4)n2)c1,2511.89,nM,=,2.5118899999999997,PASS,ChEMBL,IC50
CHEMBL4476698,CCNC(=O)Nc1ccc(-c2nccc(N3CCOC[C@@H]3C)n2)cc1,6309.57,nM,=,6.30957,PASS,ChEMBL,IC50
CHEMBL4436156,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2cccc(O)c2)n1,1000.0,nM,=,1.0,PASS,ChEMBL,IC50
CHEMBL4591800,CS(=O)(=O)Cc1cc(C2=CCOCC2)nc(-c2cccc(O)c2)n1,6309.57,nM,=,6.30957,PASS,ChEMBL,IC50
CHEMBL4455107,CS(=O)(=O)Cc1cc([C@@]23CCOC[C@@H]2C3)nc(-c2cccc(O)c2)n1,7943.28,nM,=,7.94328,PASS,ChEMBL,IC50
CHEMBL4529162,C[C@H]1COCCN1c1cc(C(C)(C)S(C)(=O)=O)nc(-c2cccc(O)c2)n1,3162.28,nM,=,3.16228,PASS,ChEMBL,IC50
CHEMBL4522844,CC(C)(c1cc([C@@]23CCOC[C@@H]2C3)nc(-c2cccc(O)c2)n1)S(C)(=O)=O,10000.0,nM,=,10.0,PASS,ChEMBL,IC50
CHEMBL3410675,CCNC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOCC3)n2)cc1,3981.07,nM,=,3.9810700000000003,PASS,ChEMBL,IC50
CHEMBL4585887,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)cc(C(C)(C)S(C)(=O)=O)n2)cc1,7943.28,nM,=,7.94328,PASS,ChEMBL,IC50
CHEMBL3410664,C[C@H]1COCCN1c1cc(C(C)(C)S(C)(=O)=O)nc(-c2ccc(NC(=S)NCCO)cc2)n1,3162.28,nM,=,3.16228,PASS,ChEMBL,IC50
CHEMBL4571609,CC(C)(c1cc([C@@]23CCOC[C@@H]2C3)nc(-c2ccc(NC(=S)NCCO)cc2)n1)S(C)(=O)=O,7943.28,nM,=,7.94328,PASS,ChEMBL,IC50
CHEMBL3039502,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,1602.0,nM,=,1.602,PASS,ChEMBL,IC50
CHEMBL568150,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,60.0,nM,=,0.06,PASS,ChEMBL,IC50
CHEMBL230011,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,1300.0,nM,=,1.3,PASS,ChEMBL,IC50
CHEMBL3984425,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,17.0,nM,=,0.017,PASS,ChEMBL,IC50
CHEMBL4520000,Cc1ccc(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)cc1,8120.0,nM,=,8.12,PASS,ChEMBL,IC50
CHEMBL4573905,COc1ccc(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)cc1,6480.0,nM,=,6.48,PASS,ChEMBL,IC50
CHEMBL4518471,CC(C)(C)c1ccc(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)cc1,9680.0,nM,=,9.68,PASS,ChEMBL,IC50
CHEMBL4545402,O=c1oc2ccccc2c2nn(S(=O)(=O)c3cccc([N+](=O)[O-])c3)cc12,3690.0,nM,=,3.69,PASS,ChEMBL,IC50
CHEMBL4440911,O=c1oc2ccccc2c2nn(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)cc12,1440.0,nM,=,1.44,PASS,ChEMBL,IC50
CHEMBL4451013,O=c1oc2ccccc2c2nn(S(=O)(=O)c3ccc(C(F)(F)F)cc3)cc12,1170.0,nM,=,1.17,PASS,ChEMBL,IC50
CHEMBL4469594,Cc1ccc(C)c(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)c1,730.0,nM,=,0.73,PASS,ChEMBL,IC50
CHEMBL4566022,O=c1oc2ccccc2c2nn(S(=O)(=O)c3ccc(Cl)c([N+](=O)[O-])c3)cc12,450.0,nM,=,0.45,PASS,ChEMBL,IC50
CHEMBL4591567,Cc1cc(C)c(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)c(C)c1,100.0,nM,=,0.1,PASS,ChEMBL,IC50
CHEMBL4532073,CC(C)c1cc(C(C)C)c(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)c(C(C)C)c1,20.0,nM,=,0.02,PASS,ChEMBL,IC50
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,480.0,nM,=,0.48,PASS,ChEMBL,IC50
CHEMBL4519664,CC(C)(C)c1ccc(S(=O)(=O)N2CCN(Cn3cc4c(=O)oc5ccccc5c4n3)CC2)cc1,950.0,nM,=,0.95,PASS,ChEMBL,IC50
